id,origin_airport,origin_airport_name,origin_city,origin_state,origin_latitude,origin_longitude,mean_arrival_delay,flight_count,mean_delay_time_per_flight,orig_count_early_flights,mean_early_arrival_time,orig_count_delayed_flights,mean_arrival_delay_time,percent_early_flights,percent_delayed_flights,mean_early_arrival_time_per_flight,mean_arrival_delay_time_per_flight
216,MSO,Missoula International Airport,Missoula,MT,46.916309999999996,-114.09056000000001,-1.5723920863309353,2248,-0.0006994626718553982,1553,-12.84996780424984,615,26.76260162601626,69.08362989323842,27.3576512455516,-0.5716177848865587,1.1905071897694066
217,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,1.5290537984572623,122696,1.2462132412281267e-05,78656,-12.764963893409275,40245,29.568319045844206,64.1064093368977,32.80058029601617,-0.010403732716151526,0.02409884515048918
218,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,3.3150949699341417,42436,7.81198739262452e-05,27372,-11.855363144819524,13659,33.928838128706346,64.50183806202281,32.187293807144876,-0.02793704200400491,0.07995296005444986
219,MTJ,Montrose Regional Airport,Montrose,CO,38.50887,-107.89383000000001,2.4886831275720165,1007,0.0024713834434677423,642,-14.63551401869159,310,38.11290322580645,63.753723932472695,30.784508440913605,-1.4533777575661955,3.7847967453631033
220,MVY,Martha's Vineyard Airport,Marthas Vineyard,MA,41.393029999999996,-70.61433000000002,12.356481481481481,216,0.05720593278463649,138,-16.036231884057973,75,65.09333333333333,63.888888888888886,34.72222222222222,-7.424181427804617,30.135802469135804
221,MYR,Myrtle Beach International Airport,Myrtle Beach,SC,33.67975,-78.92833,7.083922768113172,5338,0.0013270743289833591,3134,-11.982131461391193,1991,37.47262682069312,58.711127763207195,37.298613713001124,-0.22446855491553377,0.7019975050710588
222,OAJ,Albert J. Ellis Airport,Jacksonville,NC,34.829159999999995,-77.61214,9.559349593495934,1248,0.007659735251198665,730,-10.513698630136986,469,41.43496801705757,58.493589743589745,37.580128205128204,-0.8424438004917456,3.3201096167514077
223,OAK,Oakland International Airport,Oakland,CA,37.72129,-122.22072,6.156772511121337,46301,0.00013297277620615835,24473,-8.931434642258816,19752,25.29014783313082,52.85630979892443,42.65998574544827,-0.019289938969479743,0.054621169808710006
224,OGG,Kahului Airport,Kahului,HI,20.89865,-156.43046,0.876003768336997,22450,3.90202123980845e-05,13100,-11.728015267175573,8428,20.54627432368296,58.35189309576837,37.54120267260579,-0.052240602526394536,0.0915201528894564
225,OKC,Will Rogers World Airport,Oklahoma City,OK,35.39309,-97.60073,4.441402662993572,17785,0.0002497274480176313,11212,-12.144666428826257,5863,36.42384444823469,63.041889232499294,32.96598256958111,-0.06828600747161236,0.2048009246456828
226,OMA,Eppley Airfield,Omaha,NE,41.30252,-95.89416999999999,3.217129474740716,18254,0.00017624243862938074,11586,-12.569048852062835,5992,33.932076101468624,63.471020050399915,32.8256820422921,-0.06885640874363337,0.18588844144553862
227,OME,Nome Airport,Nome,AK,64.5122,-165.44525,8.283018867924529,725,0.011424853610930385,334,-8.68562874251497,337,25.543026706231455,46.06896551724138,46.48275862068966,-1.1980177575882716,3.5231760974112354
228,ONT,Ontario International Airport,Ontario,CA,34.056,-117.60118999999999,4.0137927498333585,19720,0.0002035391860970263,12241,-10.532146066497836,6766,30.62444575820278,62.07403651115618,34.310344827586206,-0.053408448613072194,0.15529637808419258
229,ORD,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,7.6011333197317414,313295,2.426190433850442e-05,176433,-13.43711210487834,121666,38.47112586918284,56.31529389233789,38.83432547598908,-0.00428896474724408,0.012279521176266088
230,ORF,Norfolk International Airport,Norfolk,VA,36.89461,-76.20121999999998,3.494097639055622,10288,0.00033962846413837695,6607,-13.054184955350387,3200,37.8675,64.22045101088646,31.104199066874028,-0.12688748984594078,0.3680744556765163
231,ORH,Worcester Regional Airport,Worcester,MA,42.267340000000004,-71.87571,0.5441389290882779,725,0.0007505364539148661,478,-16.14644351464435,207,39.10144927536232,65.93103448275862,28.551724137931032,-2.2270956571923244,5.393303348325838
232,OTH,Southwest Oregon Regional Airport (North Bend Municipal),North Bend,OR,43.41714,-124.24603,16.1722972972973,311,0.052000955939862696,154,-12.967532467532468,134,50.62686567164179,49.51768488745981,43.08681672025724,-4.169624587631018,16.278734942650093
233,OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,66.88468,-162.59855,6.562952243125904,725,0.009052347921552972,349,-10.587392550143267,325,25.323076923076922,48.137931034482754,44.827586206896555,-1.4603300069163128,3.492838196286472
234,PAH,Barkley Regional Airport,Paducah,KY,37.060829999999996,-88.77375,4.997067448680352,728,0.006864103638297187,448,-12.024553571428571,215,40.906976744186046,61.53846153846154,29.532967032967033,-1.651724391679749,5.619090212113468
235,PBG,Plattsburgh International Airport,Plattsburgh,NY,44.65191,-73.46571,9.646048109965635,294,0.03280968744886271,153,-17.73856209150327,135,40.8962962962963,52.04081632653062,45.91836734693878,-6.033524520919479,13.910304862685816
236,PBI,Palm Beach International Airport,West Palm Beach,FL,26.683159999999997,-80.09559,7.444444444444445,24315,0.00030616674663559306,13875,-11.901333333333334,9416,36.407710280373834,57.06354102405923,38.72506683117417,-0.04894646651586812,0.1497335401208054
237,PDX,Portland International Airport,Portland,OR,45.58872,-122.5975,0.6808402837321693,51635,1.3185635397156373e-05,33801,-11.823792195497175,16199,26.82844620038274,65.46141183305897,31.372131306284494,-0.022898793832666166,0.05195787005012635
238,PHF,Newport News/Williamsburg International Airport,Newport News,VA,37.1319,-76.49299,8.409530900967981,1377,0.006107139361632521,784,-9.848214285714286,517,36.77949709864603,56.935366739288305,37.54538852578068,-0.7151934848013279,2.6709874436199006
239,PHL,Philadelphia International Airport,Philadelphia,PA,39.87195,-75.24114,3.862976355264273,72096,5.358100803462429e-05,43599,-15.984472120920204,26067,37.22706870756129,60.47353528628495,36.155958721704394,-0.022171094264480974,0.05163541487400312
240,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806000000001,4.038010827747841,159592,2.5302087997818443e-05,91865,-11.093942197790236,62452,26.553993466982643,57.56240914331545,39.13228733269838,-0.006951440045735524,0.01663867453693333
241,PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,40.66424,-89.69331,5.449193548387097,5140,0.0010601543868457386,3077,-13.381540461488463,1789,38.12353269983231,59.86381322957198,34.80544747081712,-0.2603412541145615,0.7417029708138582
242,PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg-Laurel,MS,31.46715,-89.33706,8.391869918699188,626,0.013405543001116913,375,-9.738666666666667,226,38.99557522123894,59.904153354632584,36.102236421725244,-1.5556975505857296,6.2293251152138875
243,PIH,Pocatello Regional Airport,Pocatello,ID,42.91131,-112.59586000000002,2.1875881523272214,711,0.0030767765855516474,464,-9.150862068965518,225,25.764444444444443,65.26019690576652,31.645569620253166,-1.2870410786168098,3.6236912017502734
244,PIT,Pittsburgh International Airport,Pittsburgh,PA,40.49147,-80.23286999999998,-1.5000969330386569,26249,-5.714872692440309e-05,18129,-15.0938827293287,7238,32.460348162475825,69.06548820907463,27.574383786048994,-0.05750269621444132,0.12366318016867622
245,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,45.57093,-84.79672,6.931818181818182,815,0.008505298382598996,511,-10.95303326810176,258,42.97286821705426,62.69938650306749,31.656441717791413,-1.3439304623437742,5.272744566509726
246,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,30.473309999999998,-87.18744000000002,3.2008435136707387,7012,0.0004564808205463119,4604,-11.777367506516073,2129,35.80648191639267,65.65887050770108,30.362236166571595,-0.1679601755065042,0.510645777472799
247,PPG,Pago Pago International Airport (Tafuna Airport),Pago Pago,AS,14.33102,-170.71053,27.643478260869564,116,0.23830584707646177,38,-7.7105263157894735,75,46.29333333333334,32.758620689655174,64.65517241379311,-6.647005444646098,39.9080459770115
248,PSC,Tri-Cities Airport,Pasco,WA,46.26468,-119.11903000000001,0.4944295044179793,2643,0.0001870713221407413,1771,-12.099943534726144,771,29.46303501945525,67.00718880060538,29.171396140749152,-0.4578109547758662,1.114757284126192
249,PSE,Mercedita Airport,Ponce,PR,18.0083,-66.56300999999999,-4.339598997493734,811,-0.005350923548081053,590,-17.4,196,34.70918367346939,72.74969173859432,24.167694204685574,-2.1454993834771887,4.27980069956466
250,PSG,Petersburg James A. Johnson Airport,Petersburg,AK,56.80165,-132.94528,5.695224719101123,726,0.007844662147522209,413,-13.394673123486683,282,33.99645390070922,56.8870523415978,38.84297520661157,-1.8449962980009207,4.68270714885802
251,PSP,Palm Springs International Airport,Palm Springs,CA,33.82922,-116.50625,5.826150781168082,9660,0.0006031211988786835,5803,-11.81371704290884,3521,35.25106503834138,60.072463768115945,36.449275362318836,-0.12229520748352836,0.3649178575397658
252,PUB,Pueblo Memorial Airport,Pueblo,CO,38.28909,-104.49656999999999,2.2213438735177866,264,0.008414181339082526,162,-13.530864197530864,87,31.655172413793103,61.36363636363637,32.95454545454545,-5.125327347549569,11.990595611285267
253,PVD,Theodore Francis Green State Airport,Providence,RI,41.724,-71.42822,0.10043041606886657,12156,8.261797965520449e-06,8100,-14.583456790123456,3560,33.51573033707865,66.63376110562686,29.285949325436,-0.11996920689473065,0.27571347760018633
254,PWM,Portland International Jetport,Portland,ME,43.64617,-70.30875,3.3361310951239007,5158,0.0006467877268561265,3281,-15.184395001523926,1638,40.60683760683761,63.60992632803411,31.756494765412953,-0.29438532379844756,0.7872593564722298
255,RAP,Rapid City Regional Airport,Rapid City,SD,44.045320000000004,-103.05736999999999,3.363848396501458,3501,0.0009608250204231528,2168,-12.306273062730627,1172,32.60921501706485,61.92516423878892,33.47614967152242,-0.35150737111484226,0.9314257359915695
256,RDD,Redding Municipal Airport,Redding,CA,40.50898,-122.2934,0.62890625,789,0.0007970928390367553,568,-13.605633802816902,187,43.90909090909091,71.98986058301648,23.70088719898606,-1.72441493064853,5.565157276183892
257,RDM,Redmond Municipal Airport (Roberts Field),Redmond,OR,44.25407,-121.14996000000001,0.8020698576972833,2352,0.0003410160959597293,1675,-13.51820895522388,608,40.30098684210526,71.21598639455783,25.850340136054424,-0.5747537821098588,1.7134773317221623
258,RDU,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,4.005373186916437,34898,0.00011477371731664957,21615,-12.68854961832061,11730,35.01091219096334,61.937646856553386,33.612241389191354,-0.03635895930517683,0.10032354917463276
259,RHI,Rhinelander-Oneida County Airport,Rhinelander,WI,45.631190000000004,-89.46745,5.020527859237537,1042,0.004818164932089766,520,-15.85,485,27.583505154639177,49.90403071017274,46.54510556621881,-1.521113243761996,2.647169400637157
260,RIC,Richmond International Airport,Richmond,VA,37.50517,-77.31967,5.3022101120193765,17002,0.00031185802329251715,10628,-13.35669928490779,5607,40.93472445157838,62.510292906716856,32.97847312080931,-0.0785595770198082,0.24076417157733432
261,RKS,Rock Springs-Sweetwater County Airport,Rock Springs,WY,41.59422,-109.06518999999999,-0.5488308115543329,747,-0.000734713268479696,556,-15.31294964028777,162,50.092592592592595,74.43105756358769,21.686746987951807,-2.04992632400104,6.705835688432743
262,RNO,Reno/Tahoe International Airport,Reno,NV,39.49858,-119.76806,4.91449814126394,14155,0.00034719167370285696,8498,-10.009767004000942,5132,29.970187061574435,60.035323207347226,36.25574002119392,-0.07071541507595155,0.21172862636223552
263,ROA,Roanoke Regional Airport (Woodrum Field),Roanoke,VA,37.32547,-79.97543,6.56516393442623,2505,0.0026208239259186547,1534,-12.621251629726206,858,41.235431235431236,61.2375249500998,34.25149700598802,-0.503842380428192,1.6461249994184124
264,ROC,Greater Rochester International Airport,Rochester,NY,43.11887,-77.67238,0.8631288420524401,8185,0.00010545251582803178,5491,-15.969404480058277,2328,40.62199312714777,67.08613317043371,28.442272449602935,-0.19510573585898933,0.4962980223231248
265,ROW,Roswell International Air Center,Roswell,NM,33.301559999999995,-104.53056,5.892323030907278,1066,0.005527507533684126,626,-12.985623003194888,353,39.77053824362606,58.724202626641656,33.11444652908067,-1.218163508742485,3.7308197226666104
266,RST,Rochester International Airport,Rochester,MN,43.90883,-92.49799,3.4948979591836733,2239,0.0015609191421097246,1431,-15.81341719077568,700,43.09142857142857,63.91246092005359,31.263957123715947,-0.706271424331205,1.9245836789383015
267,RSW,Southwest Florida International Airport,Ft. Myers,FL,26.536170000000002,-81.75516999999998,3.57607862270858,29116,0.0001228217688799485,18326,-12.850758485212268,9780,34.57208588957055,62.9413380958923,33.589778815771396,-0.044136414635294226,0.11873913274340758
268,SAF,Santa Fe Municipal Airport,Santa Fe,NM,35.61678,-106.08814,8.013131976362443,1597,0.005017615514315869,907,-12.880926130099228,584,40.90239726027397,56.79398872886663,36.56856606136506,-0.8065702022604401,2.561202082672134
269,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,3.032546850753989,76359,3.971433427302596e-05,46672,-11.919116386698663,26945,29.13119317127482,61.12180620490053,35.28726148849513,-0.0156093144052419,0.038150307326280886
270,SAT,San Antonio International Airport,San Antonio,TX,29.533690000000004,-98.46978,1.7188839187963338,32412,5.30323311982085e-05,21253,-12.10892579871077,10015,31.18342486270594,65.57139331111934,30.89904973466617,-0.037359390962331145,0.09620950531502512
271,SAV,Savannah/Hilton Head International Airport,Savannah,GA,32.12758,-81.20214,5.461509715994021,8203,0.0006657941870040255,5064,-12.536532385466035,2800,38.332142857142856,61.73351212970864,34.13385346824332,-0.15282862837335165,0.46729419550338724
272,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,34.42621,-119.84037,5.113025927650986,6582,0.0007768194967564549,4124,-11.509941804073716,2179,36.89765947682423,62.655727742327564,33.10543907626861,-0.174869975753171,0.5605843129265304
273,SBN,South Bend International Airport (South Bend Regional),South Bend,IN,41.70895,-86.31846999999998,8.679419802396469,4869,0.0017825877597856786,2835,-12.386596119929454,1827,41.81937602627258,58.225508317929766,37.52310536044362,-0.2543971271293788,0.8588904503239387
274,SBP,San Luis Obispo County Regional Airport (McChesney Field),San Luis Obispo,CA,35.23706,-120.64238999999999,4.6908431550317315,3383,0.001386592715055197,2071,-12.297923708353453,1178,34.79711375212224,61.21785397576116,34.82116464676322,-0.3635212447045065,1.0285874594183342
275,SCC,Deadhorse Airport (Prudhoe Bay Airport),Deadhorse,AK,70.19476,-148.46516,0.9051339285714286,936,0.000967023427960928,558,-11.78853046594982,318,23.235849056603772,59.61538461538461,33.97435897435898,-1.2594583831142971,2.4824625060474115
276,SCE,University Park Airport,State College,PA,40.851209999999995,-77.8463,5.404661016949152,973,0.005554636194192345,626,-13.507987220447284,300,45.193333333333335,64.33710174717369,30.832476875642346,-1.3882823453697104,4.644741349777322
277,SDF,Louisville International Airport (Standiford Field),Louisville,KY,38.17439,-85.736,2.691123272423708,11047,0.00024360670520717916,7087,-13.585438126146466,3485,35.952080344332856,64.15316375486557,31.547026341993302,-0.12297852924908542,0.32544654969071113
278,SEA,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931000000001,2.5772396853320942,121256,2.125453326294859e-05,70311,-11.734479668899603,46910,24.20893199744191,57.9855842185129,38.68674539816586,-0.00967744249265983,0.019965141516660543
279,SFO,San Francisco International Airport,San Francisco,CA,37.619,-122.37483999999999,5.4026282775059595,162006,3.334832214551288e-05,94838,-12.38059638541513,60904,33.42043215552345,58.53980716763577,37.59366937027024,-0.007642060408512727,0.020629132350359524
280,SGF,Springfield-Branson National Airport,Springfield,MO,37.24433,-93.38686,8.630414887126296,6767,0.00127536794548933,3802,-11.833508679642293,2588,39.24729520865533,56.184424412590516,38.244421457071084,-0.17487082428908368,0.5799807183191271
281,SGU,St. George Regional Airport,St George,UT,37.090579999999996,-113.59306000000001,1.9113025848960974,1980,0.0009653043358061098,1300,-9.463076923076922,620,25.924193548387098,65.65656565656566,31.313131313131315,-0.4779331779331779,1.3093027044639949
282,SHV,Shreveport Regional Airport,Shreveport,LA,32.44663,-93.8256,9.194813213954925,6655,0.001381639851833948,3792,-10.66824894514768,2502,39.97521982414069,56.97971450037566,37.59579263711495,-0.1603042666438419,0.6006794864634213
283,SIT,Sitka Rocky Gutierrez Airport,Sitka,AK,57.04714,-135.3616,2.041018387553041,1435,0.0014223124651937568,886,-10.548532731376975,497,24.611670020120723,61.74216027874564,34.63414634146341,-0.7350893889461306,1.715098956105974
284,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,4.841084894186329,41624,0.00011630513391760352,23732,-9.29736221136019,16170,25.953123067408782,57.01518354795311,38.8477801268499,-0.02233654192619688,0.06235134313715352
285,SJT,San Angelo Regional Airport (Mathis Field),San Angelo,TX,31.35775,-100.49631,4.0378027170702895,1777,0.002272258141288852,1130,-13.167256637168142,526,41.28326996197718,63.59032076533483,29.60045019696117,-0.7409823656256692,2.3232003355080013
286,SJU,Luis Muñoz Marín International Airport,San Juan,PR,18.439420000000002,-66.00183,2.506036485508626,26524,9.448184608311816e-05,17108,-14.414133738601823,8648,36.12372802960222,64.50007540340823,32.60443372040417,-0.0543437405316009,0.1361926105775985
287,SLC,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97776999999999,0.40001140825387166,105916,3.776685375711617e-06,69256,-11.596035000577567,33282,25.394237125172765,65.38766569734507,31.42301446429246,-0.010948331697361651,0.023975827188689874
288,SMF,Sacramento International Airport,Sacramento,CA,38.69542,-121.59076999999999,5.147105432575645,40830,0.00012606185237755684,23363,-9.041304626974275,15859,26.42682388549089,57.22018123928484,38.841538084741615,-0.022143778170399888,0.0647240359674036
289,SMX,Santa Maria Public Airport (Capt G. Allan Hancock Field),Santa Maria,CA,34.89925,-120.45758000000001,5.64656381486676,726,0.007777636108631901,475,-13.014736842105263,224,45.57142857142857,65.42699724517907,30.853994490358126,-1.792663476874003,6.277056277056277
290,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,1.5356201184020695,40698,3.773207819553957e-05,25630,-11.302145922746782,13579,25.878857058693573,62.97606762003048,33.365275934935376,-0.027770764958343856,0.06358754007246933
291,SPI,Abraham Lincoln Capital Airport,Springfield,IL,39.84395,-89.67761999999998,7.225225225225225,1737,0.004159600014522294,1093,-11.848124428179323,536,46.6044776119403,62.92458261370179,30.857800805987335,-0.6821027304651309,2.6830441918215486
292,SPS,Wichita Falls Municipal Airport/Sheppard AFB,Wichita Falls,TX,33.9888,-98.49189,5.232323232323233,1356,0.003858645451565806,843,-12.128113879003559,424,39.99528301886792,62.16814159292036,31.268436578171094,-0.8944036783925928,2.949504647409139
293,SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,27.395329999999998,-82.55411,4.455825510767532,3675,0.0012124695267394646,2481,-11.16968964127368,1061,41.32987747408106,67.51020408163265,28.870748299319725,-0.30393713309588244,1.1246225163015255
294,STC,St. Cloud Regional Airport,St Cloud,MN,45.545320000000004,-94.05834,19.558441558441558,83,0.23564387419809107,37,-9.324324324324325,38,48.71052631578947,44.57831325301205,45.78313253012048,-11.234125691957017,58.68738110336081
295,STL,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769000000001,-90.35999,3.7149427110177218,51246,7.249234498336888e-05,31536,-12.109906139015727,17833,31.92407334716537,61.53846153846154,34.798813565936854,-0.023630929514529383,0.06229573693003428
296,STT,Cyril E. King Airport,Charlotte Amalie,VI,18.337310000000002,-64.97336,3.798410896708286,4585,0.0008284429436659293,2927,-16.42842500854117,1416,45.77542372881356,63.838604143947656,30.88331515812432,-0.35830806997908765,0.9983734728203612
297,STX,Henry E. Rohlsen Airport,Christiansted,VI,17.70189,-64.79856,5.06,1007,0.005024826216484608,596,-12.79026845637584,386,32.85751295336787,59.18570009930486,38.331678252234354,-1.2701358943769452,3.2629109189044563
298,SUN,Friedman Memorial Airport,Hailey,ID,43.50484,-114.29659,1.063646170442287,1018,0.001044839067232109,642,-13.336448598130842,258,37.007751937984494,63.0648330058939,25.343811394891947,-1.310063712979454,3.6353390901752944
299,SUX,Sioux Gateway Airport,Sioux City,IA,42.4026,-96.38436999999999,5.603715170278638,677,0.008277274993026053,433,-15.394919168591224,198,51.94949494949495,63.95864106351551,29.246676514032494,-2.2739910145629576,7.673485221491131
300,SWF,Stewart International Airport,Newburgh,NY,41.50409000000001,-74.10484,6.314363143631437,757,0.008341298736633338,445,-14.92134831460674,282,40.0709219858156,58.78467635402907,37.25231175693527,-1.9711160257076275,5.293384674480264
301,SYR,Syracuse Hancock International Airport,Syracuse,NY,43.11119,-76.10631,0.35411184210526314,6248,5.6676031066783475e-05,4238,-16.57409155261916,1752,41.32077625570776,67.82970550576184,28.040973111395644,-0.26527035135433996,0.6613440501873842
302,TLH,Tallahassee International Airport,Tallahassee,FL,30.39653,-84.35033,3.3021351272301844,3473,0.0009508019370084032,2324,-11.33907056798623,1022,36.83170254403131,66.91621076878779,29.42700835012957,-0.3264920981280227,1.0605154778010744
303,TOL,Toledo Express Airport,Toledo,OH,41.58681,-83.80783000000002,-3.0730964467005077,1050,-0.0029267585206671502,729,-17.598079561042525,239,41.01255230125523,69.42857142857143,22.76190476190476,-1.6760075772421452,3.9059573620243078
304,TPA,Tampa International Airport,Tampa,FL,27.97547,-82.53325,4.522464905461106,69019,6.552492654864757e-05,43435,-11.792448486243813,23287,35.23489500579723,62.93194627566322,33.7399846419102,-0.01708580026694651,0.051051007701933125
305,TRI,Tri-Cities Regional Airport,Bristol,TN,36.47521,-82.40742,4.116707021791767,2087,0.0019725476865317523,1324,-11.23036253776435,683,34.21669106881406,63.44034499281265,32.72640153330139,-0.5381103276360494,1.6395156238051778
306,TTN,Trenton Mercer Airport,Trenton,NJ,40.27669,-74.81347,10.576771653543307,3107,0.0034041749770013863,1798,-14.49833147942158,1196,48.75083612040134,57.86932732539427,38.49372384937239,-0.46663442160996393,1.5690645677631585
307,TUL,Tulsa International Airport,Tulsa,OK,36.198370000000004,-95.88824,3.6421718854097267,15289,0.00023822172054481828,9730,-11.963103802672148,4981,34.344509134711906,63.640525868271304,32.57897835044803,-0.07824647656924683,0.22463541850161495
308,TUS,Tucson International Airport,Tucson,AZ,32.11608,-110.94103,2.1209543184760498,16428,0.00012910605785707631,10655,-11.676208352885968,5205,30.511815561959654,64.85877769661553,31.68371073776479,-0.071075044758254,0.18573055491818635
309,TVC,Cherry Capital Airport,Traverse City,MI,44.741440000000004,-85.58224,1.661436541143654,2964,0.0005605386441105445,1923,-14.123244929797192,878,36.35990888382688,64.87854251012146,29.622132253711204,-0.4764927439202832,1.2267175736783698
310,TWF,Magic Valley Regional Airport (Joslin Field),Twin Falls,ID,42.4818,-114.48773999999999,-1.5448430493273542,902,-0.001712686307458264,633,-11.236966824644549,241,23.796680497925312,70.17738359201773,26.718403547671844,-1.2457834617122558,2.638212915512784
311,TXK,Texarkana Regional Airport (Webb Field),Texarkana,AR,33.45371,-93.99101999999999,5.27,1066,0.004943714821763602,615,-10.4130081300813,352,33.16477272727273,57.692307692307686,33.02063789868668,-0.9768300309644746,3.111141906873614
312,TYR,Tyler Pounds Regional Airport,Tyler,TX,32.35414,-95.40239,5.5990916597853015,2527,0.0022157070280115956,1514,-12.684280052840158,853,38.41148886283705,59.91294024535022,33.75544123466561,-0.5019501405951784,1.520043089150655
313,TYS,McGhee Tyson Airport,Knoxville,TN,35.81249000000001,-83.99286,7.601898305084746,7592,0.0010013037809647979,4355,-13.197703788748564,2862,39.671558350803636,57.36301369863014,37.697576396206536,-0.17383698351881668,0.522544235389932
314,UST,Northeast Florida Regional Airport (St. Augustine Airport),St. Augustine,FL,29.95441,-81.34291,8.082278481012658,169,0.04782413302374354,91,-15.351648351648352,65,41.13846153846154,53.84615384615385,38.46153846153847,-9.083815592691332,24.34228493400091
315,VEL,Valdez Airport,Vernal,UT,40.4409,-109.50992,-7.52,206,-0.036504854368932034,172,-16.924418604651162,23,61.17391304347826,83.49514563106796,11.165048543689322,-8.215737186723866,29.69607429295061
316,VLD,Valdosta Regional Airport,Valdosta,GA,30.7825,-83.27672,7.016781836130306,1023,0.006859024277742235,587,-8.52129471890971,389,31.131105398457585,57.380254154447705,38.02541544477028,-0.8329711357683002,3.0431188072783564
317,VPS,Destin-Fort Walton Beach Airport/Eglin AFB,Valparaiso,FL,30.48325,-86.5254,5.1731702582022905,5283,0.000979210724626593,3389,-12.60578341693715,1651,42.01574803149607,64.14915767556313,31.251183039939427,-0.23861032400032464,0.7953009280994902
318,WRG,Wrangell Airport,Wrangell,AK,56.48433000000001,-132.36982,4.87977369165488,726,0.006721451365915813,430,-11.3,260,31.95769230769231,59.22865013774105,35.81267217630854,-1.556473829201102,4.401885992795084
319,WYS,Westerly State Airport,West Yellowstone,MT,44.6884,-111.11764,-1.8653846153846154,208,-0.00896819526627219,142,-10.098591549295774,58,18.03448275862069,68.26923076923077,27.884615384615387,-4.855092091007584,8.670424403183025
320,XNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,36.28187,-94.30681,10.282364830722587,10224,0.0010057086102036959,5654,-11.859391581181464,4024,41.94756461232604,55.30125195618153,39.358372456964005,-0.1159956140569392,0.41028525638034075
321,YAK,Yakutat Airport,Yakutat,AK,59.50336,-139.66023,-5.34691011235955,724,-0.0073852349618225835,527,-16.25237191650854,171,27.82456140350877,72.79005524861878,23.61878453038674,-2.2448027508989696,3.843171464573034
322,YUM,Yuma International Airport,Yuma,AZ,32.65658,-114.60597,2.1683899556868536,2054,0.0010556913124084,1276,-9.589341692789969,695,23.942446043165468,62.122687439143135,33.83641674780915,-0.46686181561781737,1.1656497586740735
